"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","HTTP Code","Execution Date"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_36_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_36_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_36_25"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_44_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_44_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_44_25"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_53_11"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_53_11"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_53_11"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_53_14"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_53_14"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_53_14"
"Flow","Header Null","Groovy Script","groovy","OK",","Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_54_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_54_25"
"Flow","Header Null","CreateBooking","restrequest","FAILED",",Unable to determine the current character, it is not a string, number, array, or object

The current character read is 'I' with an int value of 73
Unable to determine the current character, it is not a string, number, array, or object
line number 1
index number 0
I'm a Teapot
^
"[HTTP/1.1 418 I'm a Teapot]","26-Jul-2024 13_54_25"
"Flow","Header Null","Groovy Script","groovy","OK",",
